Place Code,Intermediate Zone,Local Authority,Local Authority (code),Population ,Working Age population,Average distance to nearest park or public garden (m),Median distance to nearest park or public garden (m),Average size of nearest park or public garden (m2),Median size of nearest park or public garden (m2),"Average number of parks and public gardens in 1,000 m radius","Median number of parks and public gardens in 1,000 m radius","Average combined size of parks and public gardens in 1,000 m radius (m2)","Median combined size of parks and public gardens in 1,000 m radius (m2)",Average population per park or public garden,Median population per park or public garden,Number of flats in rural and built up areas,Number of flats in rural and built up areas with gardens,Average garden size for flats in built up area,Number of houses in rural and built up area,Number of houses in rural and built up area with gardens,Average garden size for houses in rural and built up area ,SIMD2020 Rank,SIMD2020 Quintile,SIMD2020 Health Domain Rank,Alcohol Hospital visits ratio,Drug hospital visits ratio,Depression (%),Crime Rate,Overcrowded rate,Drive to secondary,Urban or Rural
S01012961,Mossneuk and Newlandsmuir,South Lanarkshire,S12000029,468,323,1964.09,1967.10,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,8,6.57,203.89,195,194,202.18,6024,5,4805,29.83,33.31,16.84%,*,2.69%,6.82,URBAN
S01012962,Mossneuk and Newlandsmuir,South Lanarkshire,S12000029,613,372,2051.32,1991.41,52569.01,45947.08,1.00,1,52568.82,45947,28481.65,29721.26,16,13.14,203.89,223,221,272.22,6391,5,4949,49.47,30.66,16.53%,*,2.31%,4.78,URBAN
S01012963,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,800,573,858.10,859.62,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,2,0.93,266.05,276,268,256.32,6356,5,5965,45.43,0.00,13.08%,*,1.97%,8.10,URBAN
S01012964,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,648,439,1275.61,1290.54,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,0,0.00,0.00,210,196,308.83,6510,5,5476,25.26,19.12,14.58%,*,4.04%,8.50,URBAN
S01012965,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,808,498,347.71,368.38,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,92,42.78,266.05,184,173,199.06,3468,3,1735,94.64,37.24,27.39%,267.48,6.82%,7.03,URBAN
S01012966,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,1327,749,652.65,654.29,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,13,6.05,266.05,460,455,159.63,5725,5,4167,34.70,48.49,20.54%,93.57,3.48%,6.15,URBAN
S01012967,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,471,293,1137.71,1148.72,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,0,0.00,0.00,190,190,90.95,2545,2,1848,42.52,34.62,24.73%,212.77,14.40%,6.64,URBAN
S01012968,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,628,406,1321.63,1293.53,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,72,33.48,266.05,205,205,93.84,2082,2,1907,106.60,71.43,24.00%,202.73,7.12%,7.06,URBAN
S01012969,Crosshouse and Lindsayfield,South Lanarkshire,S12000029,733,412,1048.04,1052.13,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,64,29.76,266.05,288,285,107.97,1719,2,937,267.94,47.38,25.97%,248.65,11.19%,6.72,URBAN
S01012970,Whitehills West,South Lanarkshire,S12000029,534,326,175.04,176.01,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,0,0.00,0.00,256,255,193.26,2245,2,1602,70.30,63.50,26.32%,203.82,8.98%,6.83,URBAN
S01012971,Whitehills West,South Lanarkshire,S12000029,765,496,218.91,225.61,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,36,23.42,463.35,268,268,136.00,1650,2,1459,91.19,76.95,23.66%,253.40,18.25%,6.93,URBAN
S01012972,Whitehills West,South Lanarkshire,S12000029,782,483,170.41,166.71,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,68,44.24,463.35,266,266,114.44,1764,2,1424,106.56,140.46,23.42%,225.96,11.54%,7.20,URBAN
S01012973,Whitehills West,South Lanarkshire,S12000029,780,438,457.04,392.12,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,53,34.48,463.35,299,294,127.47,3364,3,2456,58.71,21.40,23.00%,161.98,7.22%,5.91,URBAN
S01012974,Whitehills West,South Lanarkshire,S12000029,1235,719,683.67,796.58,56520.81,45947.08,1.16,1,65106.19,45947,27741.89,29721.26,215,139.87,463.35,361,358,170.59,1266,1,572,203.82,130.32,33.17%,444.01,11.75%,5.87,URBAN
S01012975,Greenhills,South Lanarkshire,S12000029,581,334,553.01,516.48,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,74,45.93,250.41,199,197,95.29,1892,2,1650,65.54,106.90,24.66%,261.98,11.65%,7.16,URBAN
S01012976,Greenhills,South Lanarkshire,S12000029,477,285,919.65,869.54,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,49,30.41,250.41,191,189,87.43,2327,2,2295,22.76,31.56,23.89%,325.93,12.26%,5.60,URBAN
S01012977,Greenhills,South Lanarkshire,S12000029,648,440,1116.65,1143.56,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,72,44.69,250.41,220,220,89.93,1923,2,1613,131.82,141.06,24.74%,431.28,10.71%,5.59,URBAN
S01012978,Greenhills,South Lanarkshire,S12000029,752,487,691.39,711.76,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,83,51.52,250.41,265,265,92.61,1883,2,1185,203.13,140.27,23.30%,288.06,12.00%,5.75,URBAN
S01012979,Greenhills,South Lanarkshire,S12000029,648,381,600.25,604.73,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,41,25.45,250.41,235,235,137.22,2968,3,2104,62.19,24.64,25.08%,273.06,6.72%,6.79,URBAN
S01012980,Westwood South,South Lanarkshire,S12000029,623,402,1007.04,1013.90,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,188,102.32,495.37,129,129,93.77,2366,2,2979,45.80,0.00,21.85%,178.75,13.92%,5.48,URBAN
S01012981,Westwood South,South Lanarkshire,S12000029,690,489,910.72,912.81,62943.37,45947.08,1.00,1,62943.00,45947,26539.60,29721.26,181,98.51,495.37,178,178,192.50,3008,3,2401,130.82,132.72,23.84%,274.94,11.36%,5.29,URBAN
S01012982,Westwood South,South Lanarkshire,S12000029,695,484,994.81,1025.19,48548.56,45947.08,1.00,1,48548.43,45947,29234.27,29721.26,181,98.51,495.37,207,207,105.84,3340,3,3150,86.31,20.31,20.24%,193.39,9.15%,5.15,URBAN
S01012983,Westwood South,South Lanarkshire,S12000029,710,459,1449.52,1444.15,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,63,34.29,495.37,277,277,233.29,5713,5,3973,71.06,22.90,20.53%,278.96,4.30%,4.21,URBAN
S01012984,Westwood South,South Lanarkshire,S12000029,630,429,915.48,899.64,82367.70,82367.70,1.00,1,82367.00,82367,22903.42,22903.42,94,51.16,495.37,190,188,178.90,3866,3,3058,67.57,69.69,22.49%,370.16,9.87%,4.23,URBAN
S01012985,Westwood South,South Lanarkshire,S12000029,753,515,1231.01,1239.44,80091.41,82367.70,1.00,1,80090.75,82367,23329.54,22903.42,39,21.23,495.37,295,295,154.08,4253,4,3549,19.52,80.60,20.40%,210.32,8.81%,3.91,URBAN
S01012986,Westwood East,South Lanarkshire,S12000029,864,597,1026.67,987.54,82367.70,82367.70,1.00,1,82367.00,82367,22903.42,22903.42,211,145.44,802.35,257,257,160.13,2726,2,1561,193.58,124.97,25.91%,386.26,9.38%,3.28,URBAN
S01012987,Westwood East,South Lanarkshire,S12000029,759,487,674.81,676.85,82367.70,82367.70,1.17,1,84774.13,82367,22903.42,22903.42,114,78.58,802.35,247,242,172.78,3064,3,3051,35.33,0.00,21.88%,80.02,11.05%,3.93,URBAN
S01012988,Westwood East,South Lanarkshire,S12000029,870,569,437.08,444.31,82367.70,82367.70,2.32,2,106500.86,96208,22903.42,22903.42,247,170.26,802.35,229,223,170.47,2857,3,2208,145.50,34.77,23.99%,112.46,8.49%,4.95,URBAN
S01012989,Westwood East,South Lanarkshire,S12000029,968,584,1077.45,1092.23,82367.70,82367.70,1.00,1,82367.00,82367,22903.42,22903.42,194,133.72,802.35,280,279,174.27,3812,3,2646,80.74,52.68,25.71%,71.66,10.11%,4.72,URBAN
S01012990,The Murray,South Lanarkshire,S12000029,541,351,771.57,760.85,82367.70,82367.70,1.00,1,82367.00,82367,22903.42,22903.42,121,81.23,568.69,187,181,204.02,2888,3,1937,52.63,90.69,22.58%,90.64,11.79%,4.92,URBAN
S01012991,The Murray,South Lanarkshire,S12000029,781,492,600.29,598.12,82367.70,82367.70,1.65,1,90807.70,82367,22903.42,22903.42,124,83.24,568.69,286,286,191.02,2584,2,2289,67.26,82.93,24.94%,372.43,11.47%,5.19,URBAN
S01012992,The Murray,South Lanarkshire,S12000029,744,465,587.82,611.39,82367.70,82367.70,1.42,1,90447.58,82367,22903.42,22903.42,142,95.33,568.69,242,232,201.60,3217,3,2204,131.91,84.28,22.24%,217.73,11.83%,4.64,URBAN
S01012993,The Murray,South Lanarkshire,S12000029,707,443,382.59,339.21,82367.70,82367.70,2.56,2.5,108653.89,99225.5,22903.42,22903.42,232,155.75,568.69,182,181,195.09,2173,2,1420,292.09,210.08,27.08%,301.71,9.72%,5.78,URBAN
S01012994,The Murray,South Lanarkshire,S12000029,798,584,559.72,581.71,82367.70,82367.70,2.74,3,120667.22,102243,22903.42,22903.42,385,258.46,568.69,124,124,178.73,2060,2,1614,170.34,32.05,24.91%,216.23,12.28%,4.64,URBAN
S01012995,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,706,509,691.21,667.84,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,0,0.00,0.00,339,327,175.94,3331,3,3072,69.92,0.00,22.19%,83.92,6.16%,5.84,URBAN
S01012996,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,578,409,547.47,561.55,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,43,31.65,470.68,205,205,189.41,2600,2,2915,50.22,143.37,23.66%,340.43,14.90%,6.04,URBAN
S01012997,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,458,264,629.14,683.67,45947.08,45947.08,1.00,1,45947.00,45947,29721.26,29721.26,33,24.29,470.68,180,180,136.24,2974,3,3290,64.94,0.00,23.88%,133.31,14.78%,5.62,URBAN
S01012998,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,983,699,1202.21,1112.36,38556.51,45947.08,1.14,1,45976.63,45947,17878.99,22903.42,127,93.49,470.68,329,308,197.14,3026,3,2395,210.73,29.69,21.54%,334.08,11.10%,4.58,URBAN
S01012999,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,460,321,1172.79,1158.29,54610.27,82367.70,1.00,1,54609.55,82367,16610.48,22903.42,102,75.08,470.68,124,123,166.15,2548,2,2095,103.40,117.74,20.13%,195.21,9.81%,4.40,URBAN
S01013000,"Birniehill, Kelvin and Whitehills East",South Lanarkshire,S12000029,654,432,973.62,944.94,82367.70,82367.70,1.18,1,83432.00,82367,22903.42,22903.42,127,93.49,470.68,218,214,170.01,2254,2,1533,356.32,369.91,20.36%,286.07,9.35%,4.65,URBAN
S01013001,Blane Valley,Stirling,S12000030,379,243,3106.42,3010.23,3066.19,3066.19,1.00,1,3066.00,3066,1390.34,1390.34,34,24.26,1541.48,152,134,1619.70,5197,4,6019,51.13,0.00,14.60%,107.82,3.94%,15.39,RURAL
S01013002,Blane Valley,Stirling,S12000030,567,341,4134.74,4290.26,106882.52,4366.28,1.00,1,106882.23,4366,6060.48,6199.45,70,49.95,1541.48,199,184,1429.45,4942,4,6515,19.34,0.00,12.55%,114.96,4.07%,12.96,URBAN
S01013003,Blane Valley,Stirling,S12000030,668,398,659.75,685.39,4366.28,4366.28,1.00,1,4366.00,4366,6199.45,6199.45,9,6.42,1541.48,249,247,967.55,6354,5,6526,0.00,0.00,15.79%,*,0.00%,9.36,URBAN
S01013004,Blane Valley,Stirling,S12000030,663,399,306.21,262.91,4366.28,4366.28,1.00,1,4366.00,4366,6199.45,6199.45,17,12.13,1541.48,267,258,458.50,5305,4,4017,37.84,58.81,21.89%,*,1.64%,8.49,URBAN
S01013005,Blane Valley,Stirling,S12000030,746,393,1493.26,1312.85,4366.28,4366.28,1.00,1,4366.00,4366,6199.45,6199.45,48,34.25,1541.48,327,299,1446.42,4822,4,6176,66.05,25.41,13.39%,629.63,4.36%,9.31,URBAN
S01013006,Blane Valley,Stirling,S12000030,682,425,1606.29,1750.16,2366810.09,2366810.09,1.00,1,2366810.00,2366810,3425.85,3425.85,37,26.40,1541.48,259,209,1872.34,4776,4,6357,5.53,25.63,16.11%,213.01,3.27%,12.03,URBAN
S01013007,Blane Valley,Stirling,S12000030,900,484,1842.54,1785.96,2366810.09,2366810.09,1.00,1,2366810.00,2366810,3425.85,3425.85,133,94.91,1541.48,285,274,531.88,5720,5,5340,46.52,0.00,21.55%,66.76,3.08%,12.13,URBAN
S01013008,Blane Valley,Stirling,S12000030,805,451,1658.65,1647.81,2366810.09,2366810.09,1.00,1,2366810.00,2366810,3425.85,3425.85,57,40.67,1541.48,277,269,583.19,5301,4,4892,36.47,0.00,20.28%,39.15,3.86%,12.88,URBAN
S01013009,Balfron and Drymen,Stirling,S12000030,575,323,5774.07,5792.05,3571.78,3066.19,1.00,1,3571.56,3066,3260.55,1390.34,19,11.88,843.41,278,269,382.72,4233,4,3883,90.89,31.54,20.00%,244.52,8.04%,11.95,URBAN
S01013010,Balfron and Drymen,Stirling,S12000030,643,405,4647.35,5033.25,16666.30,4366.28,1.00,1,16666.06,4366,4743.57,6199.45,54,33.77,843.41,235,216,1698.92,5731,5,6371,47.47,25.50,13.09%,127.58,4.05%,11.70,URBAN
S01013011,Balfron and Drymen,Stirling,S12000030,724,445,3772.37,3784.39,4366.28,4366.28,1.00,1,4366.00,4366,6199.45,6199.45,35,21.89,843.41,242,231,632.54,6019,5,5772,76.01,69.74,12.32%,158.66,3.12%,3.46,URBAN
S01013012,Balfron and Drymen,Stirling,S12000030,775,502,3797.47,3798.23,4366.28,4366.28,1.00,1,4366.00,4366,6199.45,6199.45,135,84.42,843.41,202,191,322.50,4983,4,4286,56.62,0.00,17.78%,171.39,8.26%,2.93,URBAN
S01013013,Balfron and Drymen,Stirling,S12000030,935,525,4426.95,4195.74,16196.62,4366.28,1.00,1,16196.36,4366,5851.92,6199.45,31,19.39,843.41,349,331,619.23,5864,5,5339,36.36,42.29,16.92%,352.11,3.56%,2.68,URBAN
S01013014,Balfron and Drymen,Stirling,S12000030,765,497,6086.13,6323.23,119895.53,134500.10,1.00,1,119895.33,134500,2617.75,2376.61,81,50.65,843.41,291,257,915.59,5599,5,5130,46.31,0.00,15.48%,104.40,3.28%,8.84,URBAN
S01013015,Kippen and Fintry,Stirling,S12000030,822,515,7678.71,8050.58,25908.79,3058.94,1.00,1,25908.07,3058,5507.65,4546.82,25,21.59,958.35,316,289,1161.68,5129,4,6253,48.87,0.00,16.49%,*,4.74%,13.36,RURAL
S01013016,Kippen and Fintry,Stirling,S12000030,635,385,2014.17,1342.05,3058.94,3058.94,1.00,1,3058.00,3058,4546.82,4546.82,33,28.50,958.35,248,233,1441.27,4870,4,6077,32.49,30.08,13.20%,229.31,0.99%,18.46,URBAN
S01013017,Kippen and Fintry,Stirling,S12000030,873,531,288.62,221.48,3058.94,3058.94,1.00,1,3058.00,3058,4546.82,4546.82,64,55.27,958.35,309,301,461.01,4485,4,5035,24.61,0.00,15.73%,35.54,8.16%,17.57,URBAN
S01013018,Kippen and Fintry,Stirling,S12000030,929,579,5355.50,5512.44,69621.67,3058.94,1.00,1,69620.82,3058,4443.05,4546.82,32,27.64,958.35,373,351,795.90,5227,4,5879,7.19,19.40,14.06%,66.12,2.94%,13.83,URBAN
S01013019,Cambusbarron,Stirling,S12000030,947,660,1908.32,1049.60,530362.43,715450.68,1.40,1,561018.80,715450,3039.00,3188.27,121,57.64,539.58,268,243,591.20,6200,5,6875,20.07,29.92,9.27%,32.47,8.69%,5.95,URBAN
S01013020,Cambusbarron,Stirling,S12000030,451,291,638.30,670.47,447419.04,715450.68,2.00,2,734019.00,734019,3431.47,3188.27,47,22.39,539.58,184,179,208.70,2695,2,2814,24.15,134.30,23.32%,304.62,11.37%,5.07,URBAN
S01013021,Cambusbarron,Stirling,S12000030,478,300,618.35,617.32,18568.40,18568.40,1.86,2,631811.71,734019,3820.59,3820.59,0,0.00,0.00,195,193,214.25,3231,3,3163,17.27,101.90,20.30%,*,6.68%,5.16,URBAN
S01013022,Cambusbarron,Stirling,S12000030,562,351,471.84,408.88,95999.77,18568.40,2.11,2,737769.56,734019,3750.33,3820.59,67,31.92,539.58,144,141,231.83,3136,3,4163,15.81,0.00,16.61%,134.37,10.00%,4.16,URBAN
S01013023,Cambusbarron,Stirling,S12000030,830,460,109.53,97.36,76641.93,18568.40,3.67,4,776512.25,773899,3767.89,3820.59,32,15.24,539.58,322,317,452.44,6560,5,6396,20.49,0.00,14.00%,49.26,1.64%,4.61,URBAN
S01013024,Cambusbarron,Stirling,S12000030,547,344,191.91,176.61,599303.64,715450.68,2.42,2,754411.08,734019,3293.65,3188.27,29,13.81,539.58,206,201,396.53,5539,4,6528,0.00,54.74,12.74%,261.42,1.14%,5.55,URBAN
S01013025,Plean and Rural SE,Stirling,S12000030,620,405,1364.67,1168.16,253381.83,17569.56,1.44,1,304418.50,58750.5,3802.51,4169.38,34,23.55,401.09,262,217,914.31,4662,4,5935,11.63,52.74,11.43%,444.37,7.83%,8.03,URBAN
S01013026,Plean and Rural SE,Stirling,S12000030,999,627,228.78,218.49,899847.83,899847.83,1.00,1,899847.00,899847,4169.38,4169.38,91,63.03,401.09,325,319,332.61,2013,2,1520,219.80,141.12,21.85%,403.35,7.43%,9.35,URBAN
S01013027,Plean and Rural SE,Stirling,S12000030,980,594,365.63,377.00,899847.83,899847.83,1.00,1,899847.00,899847,4169.38,4169.38,72,49.87,401.09,367,362,211.47,743,1,814,79.62,230.98,24.05%,303.60,15.59%,9.51,URBAN
S01013028,Plean and Rural SE,Stirling,S12000030,500,332,1473.33,1465.89,207904.35,18960.11,1.22,1,212413.59,18960,3548.03,4169.38,8,5.54,401.09,201,176,735.40,3632,3,4675,29.78,0.00,14.98%,281.07,3.72%,10.05,RURAL
S01013029,Cowie,Stirling,S12000030,612,383,143.18,116.21,30044.85,36792.13,3.00,3,114508.24,61940,1349.28,988.22,32,22.97,226.92,261,260,197.65,1091,1,1066,57.18,101.95,24.52%,320.93,14.73%,7.69,URBAN
S01013030,Cowie,Stirling,S12000030,637,403,101.57,110.01,16610.51,18960.11,3.00,3,61940.00,61940,1795.03,988.22,22,15.79,226.92,220,217,278.46,1199,1,2308,70.32,108.40,21.63%,557.79,14.35%,7.52,URBAN
S01013031,Cowie,Stirling,S12000030,619,394,104.48,90.32,18960.11,18960.11,3.00,3,61940.00,61940,3253.65,3253.65,40,28.71,226.92,255,253,186.99,1173,1,1189,227.97,187.65,22.19%,246.08,16.85%,7.11,URBAN
S01013032,Cowie,Stirling,S12000030,860,585,265.53,255.07,18960.11,18960.11,3.00,3,61940.00,61940,3253.65,3253.65,30,21.53,226.92,281,278,236.80,4905,4,5235,4.64,28.13,12.53%,48.33,7.65%,6.94,URBAN
S01013033,Fallin,Stirling,S12000030,777,530,605.62,574.06,9417.37,9417.37,1.00,1,9417.00,9417,4565.05,4565.05,79,68.15,289.23,260,258,229.25,3536,3,3491,53.76,157.51,15.08%,262.66,7.32%,7.16,URBAN
S01013034,Fallin,Stirling,S12000030,669,402,270.55,249.65,9417.37,9417.37,1.00,1,9417.00,9417,4565.05,4565.05,12,10.35,289.23,287,286,213.20,1590,2,1476,68.95,51.30,21.45%,317.46,12.55%,6.95,URBAN
S01013035,Fallin,Stirling,S12000030,685,436,189.15,173.22,9417.37,9417.37,1.00,1,9417.00,9417,4565.05,4565.05,28,24.15,289.23,277,276,182.16,1932,2,1379,153.05,134.33,22.44%,196.34,16.86%,6.08,URBAN
S01013036,Fallin,Stirling,S12000030,738,510,340.22,343.79,9417.37,9417.37,1.00,1,9417.00,9417,4565.05,4565.05,12,10.35,289.23,273,272,216.07,1168,1,2000,53.21,60.83,22.50%,339.17,19.35%,6.09,URBAN
S01013037,Bannockburn,Stirling,S12000030,755,444,626.95,624.79,19630.61,16570.72,1.29,1,29093.53,16570,4845.40,4835.08,26,22.88,276.93,259,259,275.90,5030,4,3437,51.95,88.08,22.03%,41.19,5.60%,3.77,URBAN
S01013038,Bannockburn,Stirling,S12000030,942,601,520.86,511.73,16570.72,16570.72,1.79,2,41118.42,59150,4835.08,4835.08,182,160.16,276.93,263,258,207.83,3002,3,2552,78.22,68.78,22.20%,198.13,9.69%,3.11,URBAN
S01013039,Bannockburn,Stirling,S12000030,530,393,230.53,216.19,16570.72,16570.72,1.00,1,16570.00,16570,4835.08,4835.08,5,4.40,276.93,174,174,261.26,6191,5,5963,28.05,28.67,13.43%,210.76,1.71%,3.92,URBAN
S01013040,Bannockburn,Stirling,S12000030,609,381,283.18,309.13,16570.72,16570.72,2.06,2,33015.44,22507,4835.08,4835.08,153,134.64,276.93,180,178,199.53,3577,3,3080,28.23,97.60,20.75%,212.59,10.51%,3.15,URBAN
S01013041,Bannockburn,Stirling,S12000030,538,390,339.14,383.38,16570.72,16570.72,3.41,3,47694.65,65087,4835.08,4835.08,59,51.92,276.93,203,200,267.54,3163,3,2932,81.92,105.50,20.39%,334.89,12.95%,3.11,URBAN
S01013042,Hillpark,Stirling,S12000030,781,547,258.79,229.42,2998.46,2998.46,3.86,4,144094.14,153673,2818.47,2818.47,25,24.64,332.33,302,300,263.11,3847,3,3618,19.71,35.44,16.38%,174.52,7.55%,4.13,URBAN
S01013043,Hillpark,Stirling,S12000030,723,479,167.80,158.77,4726.76,5936.56,5.12,5,170595.29,159763,2647.17,2527.26,4,3.94,332.33,288,288,211.00,1275,1,1314,203.89,65.59,24.11%,282.14,18.61%,2.88,URBAN
S01013044,Hillpark,Stirling,S12000030,823,505,219.90,229.65,40020.36,5936.56,5.29,5.5,181420.36,184481.5,2737.80,2818.47,0,0.00,0.00,329,328,225.58,2596,2,2811,24.21,55.38,20.26%,248.97,9.67%,2.85,URBAN
S01013045,Hillpark,Stirling,S12000030,700,448,176.39,165.74,5936.56,5936.56,6.00,6,203397.92,202343,2527.26,2527.26,26,25.63,332.33,256,255,230.38,3808,3,3393,28.29,41.87,17.94%,277.57,8.84%,2.09,URBAN
S01013046,Hillpark,Stirling,S12000030,478,318,398.41,371.44,5936.56,5936.56,4.92,5,167850.54,196253,2527.26,2527.26,15,14.79,332.33,209,208,229.90,2320,2,1966,37.39,90.46,22.62%,214.40,13.83%,1.86,URBAN
S01013047,Broomridge,Stirling,S12000030,898,626,88.84,85.71,42579.80,42579.80,1.85,2,51423.00,48516,4922.80,4922.80,4,3.49,265.52,349,348,214.88,5704,5,6044,38.05,0.00,13.39%,67.79,2.47%,4.56,URBAN
S01013048,Broomridge,Stirling,S12000030,768,527,147.49,127.52,42579.80,42579.80,4.50,4,101767.50,94523,4922.80,4922.80,132,115.32,265.52,282,279,196.26,4020,3,4446,45.50,0.00,18.01%,235.93,8.22%,4.41,URBAN
S01013049,Broomridge,Stirling,S12000030,751,502,199.16,203.25,40359.49,42579.80,7.94,8,213139.82,163920,4743.48,4922.80,83,72.51,265.52,277,277,298.71,6154,5,5303,65.21,37.56,16.99%,159.64,7.35%,3.48,URBAN
S01013050,Broomridge,Stirling,S12000030,732,467,356.16,375.83,20360.41,6089.90,8.21,8,289721.57,299593.5,3251.75,2290.50,116,101.34,265.52,239,232,160.20,1640,2,1398,103.31,39.62,25.10%,201.94,10.44%,2.09,URBAN
S01013051,Broomridge,Stirling,S12000030,859,561,242.46,227.08,6067.99,6089.90,7.43,8,272821.81,280817,2324.32,2290.50,120,104.84,265.52,311,311,232.49,2014,2,2418,116.45,268.23,19.79%,253.43,9.77%,2.12,URBAN
S01013052,Broomridge,Stirling,S12000030,719,424,214.11,204.86,87475.27,128167.95,6.53,7,225711.47,242955,2745.46,2972.94,112,97.85,265.52,288,287,224.31,2195,2,1993,92.93,72.32,21.58%,227.27,12.74%,2.87,URBAN
S01013053,Broomridge,Stirling,S12000030,595,395,210.50,204.55,15997.13,23427.55,8.71,9,314775.93,314858,2459.69,2586.59,272,237.64,265.52,82,81,214.81,612,1,924,235.21,399.01,25.04%,869.13,19.19%,2.19,URBAN
S01013054,Borestone,Stirling,S12000030,638,399,124.62,119.73,114603.72,128167.95,5.78,6,214488.56,200375,2897.12,2972.94,30,25.85,316.76,282,274,285.86,3629,3,3313,100.29,77.48,18.81%,225.36,9.12%,4.22,URBAN
S01013055,Borestone,Stirling,S12000030,720,511,84.17,74.70,28664.57,23427.55,7.45,7,283107.95,269182,2605.91,2586.59,131,112.87,316.76,252,233,186.19,2436,2,2337,74.38,284.60,18.57%,410.80,9.16%,3.20,URBAN
S01013056,Borestone,Stirling,S12000030,1069,711,180.45,170.52,52912.15,33755.14,6.46,6.5,385793.19,269182,3218.52,2972.94,137,118.04,316.76,419,413,186.18,1742,2,1502,71.86,188.22,21.97%,392.79,13.83%,3.31,URBAN
S01013057,Borestone,Stirling,S12000030,936,607,118.45,94.82,33647.99,33755.14,7.00,7,337071.50,269182,3859.11,3939.62,181,155.95,316.76,243,229,154.76,473,1,789,195.89,351.95,20.89%,676.66,12.18%,3.73,URBAN
S01013058,Borestone,Stirling,S12000030,653,442,126.84,82.30,33755.14,33755.14,5.60,5.5,350460.70,228275,3939.62,3939.62,34,29.29,316.76,214,211,238.48,5316,4,5903,19.86,96.45,13.01%,261.36,3.84%,3.43,URBAN
S01013059,King's Park and Torbrex,Stirling,S12000030,1059,582,156.25,154.08,45140.63,31612.13,8.54,8,807516.87,873205,2181.27,2329.53,272,231.23,631.27,299,295,293.17,5568,4,5586,22.89,0.00,14.93%,377.42,2.70%,4.39,URBAN
S01013060,King's Park and Torbrex,Stirling,S12000030,530,307,167.46,185.27,33955.69,31612.13,9.38,9,820213.94,891850,3159.11,2329.53,94,79.91,631.27,144,143,418.41,4519,4,4041,33.67,65.13,17.89%,426.30,1.83%,5.25,URBAN
S01013061,King's Park and Torbrex,Stirling,S12000030,869,452,248.34,211.53,97720.52,18568.40,6.50,6,855465.56,838298,3404.41,3820.59,15,12.75,631.27,385,378,323.96,6417,5,6454,33.02,0.00,13.08%,152.93,1.13%,3.91,URBAN
